Name,Source,Page,Ability Scores,Size,Speed,Description
Plasmoid,AAG,14,"Choose +2 / +1 or +1 / +1 / +1 from Str, Dex, Con, Int, Wis, Cha","Small, Medium",30 ft.,"Creature Type You are an Ooze. Size You are Medium or Small. You choose the size when you select this race. Amorphous You can squeeze through a space as narrow as 1 inch wide, provided you are wearing and carrying nothing. You have advantage on ability checks you make to initiate or escape a grapple. Darkvision You can see in dim light within 60 feet of yourself as if it were bright light, and in darkness as if it were dim light. You discern colors in that darkness only as shades of gray. Hold Breath You can hold your breath for 1 hour. Natural Resilience You have resistance to acid and poison damage, and you have advantage on saving throws against being poisoned. Shape Self As an action, you can reshape your body to give yourself a head, one or two arms, one or two legs, and makeshift hands and feet, or you can revert to a limbless blob. While you have a humanlike shape, you can wear clothing and armor made for a Humanoid of your size. As a bonus action, you can extrude a pseudopod that is up to 6 inches wide and 10 feet long or reabsorb it into your body. As part of the same bonus action, you can use this pseudopod to manipulate an object, open or close a door or container, or pick up or set down a Tiny object. The pseudopod contains no sensory organs and can't attack, activate magic items, or lift more than 10 pounds."
Reborn,VRGR,20,"Choose +2 / +1 or +1 / +1 / +1 from Str, Dex, Con, Int, Wis, Cha","Small, Medium",30 ft.,"Size You are Medium or Small. You choose the size when you gain this lineage. Ancestral Legacy If you replace a race with this lineage, you can keep the following elements of that race: any skill proficiencies you gained from it and any climbing, flying, or swimming speed you gained from it. If you don't keep any of those elements or you choose this lineage at character creation, you gain proficiency in two skills of your choice. Deathless Nature You have escaped death, a fact represented by the following benefits: You have advantage on saving throws against disease and being poisoned, and you have resistance to poison damage. You have advantage on death saving throws. You don't need to eat, drink, or breathe. You don't need to sleep, and magic can't put you to sleep. You can finish a long rest in 4 hours if you spend those hours in an inactive, motionless state, during which you retain consciousness. Knowledge from a Past Life You temporarily remember glimpses of the past, perhaps faded memories from ages ago or a previous life. When you make an ability check that uses a skill, you can roll a d6 immediately after seeing the number on the d20 and add the number on the d6 to the check. You can use this feature a number of times equal to your proficiency bonus, and you regain all expended uses when you finish a long rest."
Rock Gnome,PHB,37,Con +1,,,"Artificer's Lore Whenever you make an Intelligence (History) check related to magic items, alchemical objects, or technological devices, you can add twice your proficiency bonus, instead of any proficiency bonus you normally apply. Tinker You have proficiency with artisan's tools (tinker's tools). Using those tools, you can spend 1 hour and 10 gp worth of materials to construct a Tiny clockwork device (AC 5, 1 hp). The device ceases to function after 24 hours (unless you spend 1 hour repairing it to keep the device functioning), or when you use your action to dismantle it; at that time, you can reclaim the materials used to create it. You can have up to three such devices active at a time. When you create a device, choose one of the following options: Clockwork Toy This toy is a clockwork animal, monster, or person, such as a frog, mouse, bird, dragon, or soldier. When placed on the ground, the toy moves 5 feet across the ground on each of your turns in a random direction. It makes noises as appropriate to the creature it represents. Fire Starter The device produces a miniature flame, which you can use to light a candle, torch, or campfire. Using the device requires your action. Music Box When opened, this music box plays a single song at a moderate volume. The box stops playing when it reaches the song's end or when it is closed."
Satyr,MOT,24,"Cha +2, Dex +1",Medium,35 ft.,"Age Satyrs mature and age at about the same rate as humans. Alignment Satyrs delight in living a life free of the mantle of law. They gravitate toward being good, but some have devious streaks and enjoy causing dismay. Size Satyrs range from just under 5 feet to about 6 feet in height, with generally slender builds. Your size is Medium. Fey Your creature type is fey, rather than humanoid. Ram You can use your head and horns to make unarmed strikes. If you hit with them, you deal bludgeoning damage equal to 1d4 + your Strength modifier. Magic Resistance You have advantage on saving throws against spells and other magical effects. Mirthful Leaps Whenever you make a long or high jump, you can roll a d8 and add the number rolled to the number of feet you cover, even when making a standing jump. This extra distance costs movement as normal. Reveler You have proficiency in the Performance and Persuasion skills, and you have proficiency with one musical instrument of your choice. Languages You can speak, read, and write Common and Sylvan."
Satyr,MPMM,29,"Choose +2 / +1 or +1 / +1 / +1 from Str, Dex, Con, Int, Wis, Cha",Medium,35 ft.,"Creature Type You are a Fey. Ram You can use your head and horns to make unarmed strikes. When you hit with them, the strike deals 1d6 + your Strength modifier bludgeoning damage, instead of the bludgeoning damage normal for an unarmed strike. Magic Resistance You have advantage on saving throws against spells. Mirthful Leaps Whenever you make a long jump or a high jump, you can roll a d8 and add the number rolled to the number of feet you cover, even when making a standing jump. This extra distance costs movement as usual. Reveler As an embodiment of revelry, you have proficiency in the Performance and Persuasion skills, and you have proficiency with one musical instrument of your choice."
Sea Elf,MPMM,30,"Choose +2 / +1 or +1 / +1 / +1 from Str, Dex, Con, Int, Wis, Cha",Medium,"30 ft., Swim","Creature Type You are a Humanoid. You are also considered an elf for any prerequisite or effect that requires you to be an elf. Speed Your walking speed is 30 feet, and you have a swimming speed equal to your walking speed. Child of the Sea You can breathe air and water, and you have resistance to cold damage. Darkvision You can see in dim light within 60 feet of you as if it were bright light and in darkness as if it were dim light. You discern colors in that darkness only as shades of gray. Fey Ancestry You have advantage on saving throws you make to avoid or end the charmed condition on yourself. Friend of the Sea Aquatic animals have an extraordinary affinity with your people. You can communicate simple ideas to any Beast that has a swimming speed. It can understand your words, though you have no special ability to understand it in return. Keen Senses You have proficiency in the Perception skill. Trance You don't need to sleep, and magic can't put you to sleep. You can finish a long rest in 4 hours if you spend those hours in a trancelike meditation, during which you retain consciousness. Whenever you finish this trance, you can gain two proficiencies that you don't have, each one with a weapon or a tool of your choice selected from the Player's Handbook. You mystically acquire these proficiencies by drawing them from shared elven memory, and you retain them until you finish your next long rest."
Sea Elf,MTF,62,Con +1,,"30 ft., Swim 30 ft.","Sea Elf Training You have proficiency with the spear, trident, light crossbow, and net. Child of the Sea You have a swimming speed of 30 feet, and you can breathe air and water. Friend of the Sea Using gestures and sounds, you can communicate simple ideas with any beast that has an innate swimming speed. Extra Language You can speak, read, and write Aquan."
Shadar-kai,MTF,62,Con +1,,,"Necrotic Resistance You have resistance to necrotic damage. Blessing of the Raven Queen As a bonus action, you can magically teleport up to 30 feet to an unoccupied space you can see. Once you use this trait, you can't do so again until you finish a long rest. Starting at 3rd level, you also gain resistance to all damage when you teleport using this trait. The resistance lasts until the start of your next turn. During that time, you appear ghostly and translucent."
Shadar-Kai,MPMM,31,"Choose +2 / +1 or +1 / +1 / +1 from Str, Dex, Con, Int, Wis, Cha",Medium,30 ft.,"Creature Type You are a Humanoid. You are also considered an elf for any prerequisite or effect that requires you to be an elf. Blessing of the Raven Queen As a bonus action, you can magically teleport up to 30 feet to an unoccupied space you can see. You can use this trait a number of times equal to your proficiency bonus, and you regain all expended uses when you finish a long rest. Starting at 3rd level, you also gain resistance to all damage when you teleport using this trait. The resistance lasts until the start of your next turn. During that time, you appear ghostly and translucent. Darkvision You can see in dim light within 60 feet of you as if it were bright light and in darkness as if it were dim light. You discern colors in that darkness only as shades of gray. Fey Ancestry You have advantage on saving throws you make to avoid or end the charmed condition on yourself. Keen Senses You have proficiency in the Perception skill. Necrotic Resistance You have resistance to necrotic damage. Trance You don't need to sleep, and magic can't put you to sleep. You can finish a long rest in 4 hours if you spend those hours in a trancelike meditation, during which you retain consciousness. Whenever you finish this trance, you can gain two proficiencies that you don't have, each one with a weapon or a tool of your choice selected from the Player's Handbook. You mystically acquire these proficiencies by drawing them from shared elven memory, and you retain them until you finish your next long rest."
Shifter,ERLW,33,,Medium,30 ft.,"Age Shifters are quick to mature both physically and emotionally, reaching young adulthood at age 10. They rarely live to be more than 70 years old. Alignment Shifters tend toward neutrality, being more focused on survival than concepts of good and evil. A love of personal freedom can drive shifters toward chaotic alignments. Size Your size is Medium. Speed Your base walking speed is 30 feet. Darkvision You have superior vision in dark and dim conditions. You can see in dim light within 60 feet of you as if it were bright light, and in darkness as if it were dim light. You can't discern color in darkness, only shades of gray. Shifting As a bonus action, you can assume a more bestial appearance. This transformation lasts for 1 minute, until you die, or until you revert to your normal appearance as a bonus action. When you shift, you gain temporary hit points equal to your level + your Constitution modifier (minimum of 1 temporary hit point). You also gain additional benefits that depend on your shifter subrace, described below. Once you shift, you can't do so again until you finish a short or long rest. Languages You can speak, read, and write Common."
Shifter,MPMM,32,"Choose +2 / +1 or +1 / +1 / +1 from Str, Dex, Con, Int, Wis, Cha",Medium,30 ft.,"Bestial Instincts Channeling the beast within, you have proficiency in one of the following skills of your choice: Acrobatics, Athletics, Intimidation, or Survival. Darkvision You can see in dim light within 60 feet of you as if it were bright light, and in darkness as if it were in dim light. You discern colors in that darkness only as shades of gray. Shifting As a bonus action, you can assume a more bestial appearance. This transformation lasts for 1 minute, until you die, or until you revert to your normal appearance as a bonus action. When you shift, you gain temporary hit points equal to 2 × your proficiency bonus. You can shift a number of times equal to your proficiency bonus, and you regain all expended uses when you finish a long rest. Whenever you shift, you gain an additional benefit based on one of the following options (choose when you select this race): Beasthide You gain 1d6 additional temporary hit points. While shifted, you have a +1 bonus to your Armor Class. Longtooth When you shift and as a bonus action on your other turns while shifted, you can use your elongated fangs to make an unarmed strike. If you hit with your fangs, you can deal piercing damage equal to 1d6 + your Strength modifier, instead of the bludgeoning damage normal for an unarmed strike. Swiftstride While shifted, your walking speed increases by 10 feet. Additionally, you can move up to 10 feet as a reaction when a creature ends its turn within 5 feet of you. This reactive movement doesn't provoke opportunity attacks. Wildhunt While shifted, you have advantage on Wisdom checks, and no creature within 30 feet of you can make an attack roll with advantage against you unless you're incapacitated."
Shifter Beasthide,ERLW,34,"Con +2, Str +1",,,"Natural Athlete You have proficiency in the Athletics skill. Shifting Feature Whenever you shift, you gain 1d6 additional temporary hit points. While shifted, you have a +1 bonus to your Armor Class."
Shifter Longtooth,ERLW,34,"Str +2, Dex +1",,,"Fierce You have proficiency in the Intimidation skill. Shifting Feature While shifted, you can use your elongated fangs to make an unarmed strike as a bonus action. If you hit with your fangs, you can deal piercing damage equal to 1d6 + your Strength modifier, instead of the bludgeoning damage normal for an unarmed strike."
Shifter Swiftstride,ERLW,34,"Dex +2, Cha +1",,,"Graceful You have proficiency in the Acrobatics skill. Shifting Feature While shifted, your walking speed increases by 10 feet. Additionally, you can move up to 10 feet as a reaction when a creature ends its turn within 5 feet of you. This reactive movement doesn't provoke opportunity attacks."
Shifter Wildhunt,ERLW,34,"Wis +2, Dex +1",,,"Natural Tracker You have proficiency in the Survival skill. Shifting Feature While shifted, you have advantage on Wisdom checks, and no creature within 30 feet of you can make an attack roll with advantage against you, unless you're incapacitated."
Simic Hybrid,GGR,20,"Con +2, Choose +1 to one ability from Str, Dex, Int, Wis, Cha",Medium,30 ft.,"Age Hybrids begin their lives as adult humans, elves, or vedalken. They age at a slightly accelerated rate, so their maximum life spans are probably reduced somewhat. The Guardian Project has not been operating long enough to observe the full effect of this phenomenon. Alignment Most hybrids share the generally neutral outlook of the Simic Combine. They are more interested in scientific research and the standing of their guild than in moral or ethical questions. Those who leave the Combine, however, often do so because their philosophical outlook and alignment are more in line with a different guild's. Size Your size is Medium, within the normal range of your humanoid base race. Darkvision You can see in dim light within 60 feet of you as if it were bright light, and in darkness as if it were dim light. You can't discern color in darkness, only shades of gray. Languages You can speak, read, and write Common and your choice of Elvish or Vedalken. Animal Enhancement Your body has been altered to incorporate certain animal characteristics. You choose one animal enhancement now and a second enhancement at 5th level. At 1st level, choose one of the following options: Manta Glide You have ray-like fins that you can use as wings to slow your fall or allow you to glide. When you fall and aren't incapacitated, you can subtract up to 100 feet from the fall when calculating falling damage, and you can move up to 2 feet horizontally for every 1 foot you descend. Nimble Climber You have a climbing speed equal to your walking speed. Underwater Adaptation You can breathe air and water, and you have a swimming speed equal to your walking speed. At 5th level, your body evolves further, developing new characteristics. Choose one of the options you didn't take at 1st level, or one of the following options: Grappling Appendage You have two special appendages growing alongside your arms. Choose whether they're both claws or tentacles. As an action, you can use one of them to try to grapple a creature. Each one is also a natural weapon, which you can use to make an unarmed strike. If you hit with it, the target takes bludgeoning damage equal to 1d6 + your Strength modifier, instead of the bludgeoning damage normal for an unarmed strike. Immediately after hitting, you can try to grapple the target as a bonus action. These appendages can't precisely manipulate anything and can't wield weapons, magic items, or other specialized equipment. Carapace Your skin in places is covered by a thick shell. You gain a +1 bonus to AC when you're not wearing heavy armor. Acid Spit As an action, you can spray acid from glands in your mouth, targeting one creature or object you can see within 30 feet of you. The target takes 2d10 acid damage unless it succeeds on a Dexterity saving throw against a DC equal to 8 + your Constitution modifier + your proficiency bonus. This damage increases by 1d10 when you reach 11th level (3d10) and 17th level (4d10). You can use this trait a number of times equal to your Constitution modifier (minimum of once), and you regain all expended uses of it when you finish a long rest."
Skeleton,DMG,282,"Dex +2, Int -4, Cha -4",Medium,30 ft.,"Creature Type You are Undead. Brittle Bones You are vulnerable to bludgeoning damage. Undead Nature You are immune to poison damage and exhaustion, and you can't be poisoned. You don't require air, food, drink, or sleep. Darkvision You can see in dim light within 60 feet of you as if it were bright light, and in darkness as if it were dim light. You can't discern color in darkness, only shades of gray. Languages You can't speak, but you can understand the languages you knew in life."
Stout Halfling,PHB,28,Con +1,,,"Stout Resilience You have advantage on saving throws against poison, and you have resistance against poison damage."
Tabaxi,MPMM,33,"Choose +2 / +1 or +1 / +1 / +1 from Str, Dex, Con, Int, Wis, Cha","Small, Medium","30 ft., Climb","Size You are Medium or Small. You choose the size when you select this race. Speed Your walking speed is 30 feet, and you have a climbing speed equal to your walking speed. Cat's Claws You can use your claws to make unarmed strikes. When you hit with them, the strike deals 1d6 + your Strength modifier slashing damage, instead of the bludgeoning damage normal for an unarmed strike. Cat's Talent You have proficiency in the Perception and Stealth skills. Darkvision You can see in dim light within 60 feet of you as if it were bright light and in darkness as if it were dim light. You discern colors in that darkness only as shades of gray. Feline Agility Your reflexes and agility allow you to move with a burst of speed. When you move on your turn in combat, you can double your speed until the end of the turn. Once you use this trait, you can't use it again until you move 0 feet on one of your turns."
Tabaxi,VGM,113,"Dex +2, Cha +1",Medium,"30 ft., Climb 20 ft.","Age Tabaxi have lifespans equivalent to humans. Size Tabaxi are taller on average than humans and relatively slender. Your size is Medium. Darkvision You have a cat's keen senses, especially in the dark. You can see in dim light within 60 feet of you as if it were bright light, and in darkness as if it were dim light. You can't discern color in darkness, only shades of gray. Feline Agility Your reflexes and agility allow you to move with a burst of speed. When you move on your turn in combat, you can double your speed until the end of the turn. Once you use this trait, you can't use it again until you move 0 feet on one of your turns. Cat's Claws Because of your claws, you have a climbing speed of 20 feet. In addition, your claws are natural weapons, which you can use to make unarmed strikes. If you hit with them, you deal slashing damage equal to 1d4 + your Strength modifier, instead of the bludgeoning damage normal for an unarmed strike. Cat's Talents You have proficiency in the Perception and Stealth skills. Languages You can speak, read, and write Common and one other language of your choice."
Thri-kreen,AAG,15,"Choose +2 / +1 or +1 / +1 / +1 from Str, Dex, Con, Int, Wis, Cha","Small, Medium",30 ft.,"Creature Type You are a Monstrosity. Size You are Medium or Small. You choose the size when you select this race. Chameleon Carapace While you aren't wearing armor, your carapace gives you a base Armor Class of 13 + your Dexterity modifier. As an action, you can change the color of your carapace to match the color and texture of your surroundings, giving you advantage on Dexterity (Stealth) checks made to hide in those surroundings. Darkvision You can see in dim light within 60 feet of yourself as if it were bright light, and in darkness as if it were dim light. You discern colors in that darkness only as shades of gray. Secondary Arms You have two slightly smaller secondary arms below your primary pair of arms. The secondary arms can manipulate an object, open or close a door or container, pick up or set down a Tiny object, or wield a weapon that has the light property. Sleepless You do not require sleep and can remain conscious during a long rest, though you must still refrain from strenuous activity to gain the benefit of the rest. Thri-kreen Telepathy Without the assistance of magic, you can't speak the non-thri-kreen languages you know. Instead you use telepathy to convey your thoughts. You have the magical ability to transmit your thoughts mentally to willing creatures within 120 feet of yourself. A contacted creature doesn't need to share a language with you to understand your thoughts, but it must be able to understand at least one language. Your telepathic link to a creature is broken if you and the creature move more than 120 feet apart, if either of you is incapacitated, or if either of you mentally breaks the contact (no action required)."
Tiefling,PHB,42,"Cha +2, Int +1",Medium,30 ft.,"Age Tieflings mature at the same rate as humans but live a few years longer. Size Tieflings are about the same size and build as humans. Your size is Medium. Darkvision Thanks to your infernal heritage, you have superior vision in dark and dim conditions. You can see in dim light within 60 feet of you as if it were bright light, and in darkness as if it were dim light. You can't discern color in darkness, only shades of gray. Hellish Resistance You have resistance to fire damage. Infernal Legacy You know the thaumaturgy cantrip. Once you reach 3rd level, you can cast the hellish rebuke spell as a 2nd-level spell with this trait; you regain the ability to cast it when you finish a long rest. Once you reach 5th level, you can also cast the darkness spell once per day with this trait; you regain the ability to cast it when you finish a long rest. Charisma is your spellcasting ability for these spells. Languages You can speak, read, and write Common and Infernal."
Tiefling Asmodeus,MTF,21,,,,
Tiefling Baalzebul,MTF,21,,,,"Legacy of Maladomini You know the thaumaturgy cantrip. When you reach 3rd level, you can cast the ray of sickness spell as a 2nd-level spell once with this trait and regain the ability to do so when you finish a long rest. When you reach 5th level, you can cast the crown of madness spell once with this trait and regain the ability to do so when you finish a long rest. Charisma is your spellcasting ability for these spells."
Tiefling Dispater,MTF,21,"Cha +2, Dex +1",,,"Legacy of Dis You know the thaumaturgy cantrip. When you reach 3rd level, you can cast the disguise self spell once with this trait and regain the ability to do so when you finish a long rest. When you reach 5th level, you can cast the detect thoughts spell once with this trait and regain the ability to do so when you finish a long rest. Charisma is your spellcasting ability for these spells."
Tiefling Fierna,MTF,21,"Cha +2, Wis +1",,,"Legacy of Phlegethos You know the friends cantrip. When you reach 3rd level, you can cast the charm person spell as a 2nd-level spell once with this trait and regain the ability to do so when you finish a long rest. When you reach 5th level, you can cast the suggestion spell once with this trait and regain the ability to do so when you finish a long rest. Charisma is your spellcasting ability for these spells."
Tiefling Glasya,MTF,22,"Cha +2, Dex +1",,,"Legacy of Malbolge You know the minor illusion cantrip. When you reach 3rd level, you can cast the disguise self spell once with this trait and regain the ability to do so when you finish a long rest. When you reach 5th level, you can cast the invisibility spell once with this trait and regain the ability to do so when you finish a long rest. Charisma is your spellcasting ability for these spells."
Tiefling Levistus,MTF,22,"Cha +2, Con +1",,,"Legacy of Stygia You know the ray of frost cantrip. When you reach 3rd level, you can cast the armor of Agathys spell as a 2nd-level spell once with this trait and regain the ability to do so when you finish a long rest. When you reach 5th level, you can cast the darkness spell once with this trait and regain the ability to do so when you finish a long rest. Charisma is your spellcasting ability for these spells."
Tiefling Mammon,MTF,22,,,,"Legacy of Minauros You know the mage hand cantrip. When you reach 3rd level, you can cast the Tenser's floating disk spell once with this trait and regain the ability to do so when you finish a short or long rest. When you reach 5th level, you can cast the arcane lock spell once with this trait, requiring no material component, and regain the ability to do so when you finish a long rest. Charisma is your spellcasting ability for these spells."
Tiefling Mephistopheles,MTF,23,,,,"Legacy of Cania You know the mage hand cantrip. When you reach 3rd level, you can cast the burning hands spell as a 2nd-level spell once with this trait and regain the ability to do so when you finish a long rest. When you reach 5th level, you can cast the flame blade spell once with this trait and regain the ability to do so when you finish a long rest. Charisma is your spellcasting ability for these spells."
Tiefling Variant,PHB,42,,,,
Tiefling Variant; Devil's Tongue,SCAG,118,"Int +1, Choose +2 to one ability from Dex, Cha",,,"Appearance Your tiefling might not look like other tieflings. Rather than having the physical characteristics described in the Player's Handbook, choose 1d4+1 of the following features: small horns; fangs or sharp teeth; a forked tongue; catlike eyes; six fingers on each hand; goatlike legs; cloven hoofs; a forked tail; leathery or scaly skin; red or dark blue skin; cast no shadow or reflection; exude a smell of brimstone. Devil's Tongue You know the vicious mockery cantrip. When you reach 3rd level, you can cast the charm person spell as a 2nd-level spell once with this trait. When you reach 5th level, you can cast the enthrall spell once with this trait. You must finish a long rest to cast these spells once again with this trait. Charisma is your spellcasting ability for them. This trait replaces the Infernal Legacy trait."
Tiefling Variant; Hellfire,SCAG,118,"Int +1, Choose +2 to one ability from Dex, Cha",,,"Appearance Your tiefling might not look like other tieflings. Rather than having the physical characteristics described in the Player's Handbook, choose 1d4+1 of the following features: small horns; fangs or sharp teeth; a forked tongue; catlike eyes; six fingers on each hand; goatlike legs; cloven hoofs; a forked tail; leathery or scaly skin; red or dark blue skin; cast no shadow or reflection; exude a smell of brimstone. Hellfire You know the thaumaturgy cantrip. Once you reach 3rd level, you can cast the burning hands spell once per day as a 2nd-level spell; you must finish a long rest in order to cast the spell again using this trait. Once you reach 5th level, you can also cast the darkness spell; you must finish a long rest in order to cast the spell again using this trait. Charisma is your spellcasting ability for these spells."
Tiefling Variant; Infernal Legacy,SCAG,118,"Int +1, Choose +2 to one ability from Dex, Cha",,,"Appearance Your tiefling might not look like other tieflings. Rather than having the physical characteristics described in the Player's Handbook, choose 1d4+1 of the following features: small horns; fangs or sharp teeth; a forked tongue; catlike eyes; six fingers on each hand; goatlike legs; cloven hoofs; a forked tail; leathery or scaly skin; red or dark blue skin; cast no shadow or reflection; exude a smell of brimstone."
Tiefling Variant; Winged,SCAG,118,"Int +1, Choose +2 to one ability from Dex, Cha",,"30 ft., Fly 30 ft.","Appearance Your tiefling might not look like other tieflings. Rather than having the physical characteristics described in the Player's Handbook, choose 1d4+1 of the following features: small horns; fangs or sharp teeth; a forked tongue; catlike eyes; six fingers on each hand; goatlike legs; cloven hoofs; a forked tail; leathery or scaly skin; red or dark blue skin; cast no shadow or reflection; exude a smell of brimstone. Winged You have bat-like wings sprouting from your shoulder blades. You have a flying speed of 30 feet while you aren't wearing heavy armor."
Tiefling Zariel,MTF,23,"Cha +2, Str +1",,,"Legacy of Avernus You know the thaumaturgy cantrip. When you reach 3rd level, you can cast the searing smite spell as a 2nd-level spell once with this trait and regain the ability to do so when you finish a long rest. When you reach 5th level, you can cast the branding smite spell once with this trait and regain the ability to do so when you finish a long rest. Charisma is your spellcasting ability for these spells."
Tortle,MPMM,34,"Choose +2 / +1 or +1 / +1 / +1 from Str, Dex, Con, Int, Wis, Cha","Small, Medium",30 ft.,"Size You are Medium or Small. You choose the size when you select this race. Claws You have claws that you can use to make unarmed strikes. When you hit with them, the strike deals 1d6 + your Strength modifier slashing damage, instead of the bludgeoning damage normal for an unarmed strike. Hold Breath You can hold your breath for up to 1 hour. Natural Armor Your shell provides you a base AC of 17 (your Dexterity modifier doesn't affect this number). You can't wear light, medium, or heavy armor, but if you are using a shield, you can apply the shield's bonus as normal. Nature's Intuition Thanks to your mystical connection to nature, you gain proficiency with one of the following skills of your choice: Animal Handling, Medicine, Nature, Perception, Stealth, or Survival. Shell Defense You can withdraw into your shell as an action. Until you emerge, you gain a +4 bonus to your AC, and you have advantage on Strength and Constitution saving throws. While in your shell, you are prone, your speed is 0 and can't increase, you have disadvantage on Dexterity saving throws, you can't take reactions, and the only action you can take is a bonus action to emerge from your shell."
Triton,MOT,26,,,,
Triton,MPMM,35,"Choose +2 / +1 or +1 / +1 / +1 from Str, Dex, Con, Int, Wis, Cha",Medium,"30 ft., Swim","Speed Your walking speed is 30 feet, and you have a swimming speed equal to your walking speed. Amphibious You can breathe air and water. Control Air and Water You can cast fog cloud with this trait. Starting at 3rd level, you can cast the gust of wind spell with this trait. Starting at 5th level, you can also cast the water walk spell with it. Once you cast any of these spells with this trait, you can't cast that spell with it again until you finish a long rest. You can also cast these spells using any spell slots you have of the appropriate level. Intelligence, Wisdom, or Charisma is your spellcasting ability for these spells when you cast them with this trait (choose when you select this race). Darkvision You can see in dim light within 60 feet of you as if it were bright light and in darkness as if it were dim light. You discern colors in that darkness only as shades of gray. Emissary of the Sea You can communicate simple ideas to any Beast, Elemental, or Monstrosity that has a swimming speed. It can understand your words, though you have no special ability to understand it in return. Guardian of the Depths Adapted to the frigid ocean depths, you have resistance to cold damage."
Triton,VGM,115,"Str +1, Cha +1, Con +1",Medium,"30 ft., Swim 30 ft.","Age Tritons reach maturity around age 15 and can live up to 200 years. Size Tritons are slightly shorter than humans, averaging about 5 feet tall. Your size is Medium. Swim Speed You have a swimming speed of 30 feet. Amphibious You can breathe air and water. Control Air and Water A child of the sea, you can call on the magic of elemental air and water. You can cast fog cloud with this trait. Starting at 3rd level, you can cast gust of wind with it, and starting at 5th level, you can also cast wall of water with it. Once you cast a spell with this trait, you can't cast that spell with it again until you finish a long rest. Charisma is your spellcasting ability for these spells. Darkvision You can see in dim light within 60 feet of you as if it were bright light and in darkness as if it were dim light. You can't discern color in darkness, only shades of gray. Emissary of the Sea Aquatic beasts have an extraordinary affinity with your people. You can communicate simple ideas with beasts that can breathe water. They can understand the meaning of your words, though you have no special ability to understand them in return. Guardians of the Depths Adapted to even the most extreme ocean depths, you have resistance to cold damage. Languages You can speak, read, and write Common and Primordial."
Troglodyte,DMG,282,"Str +2, Con +2, Int -4, Cha -4",Medium,30 ft.,"Chameleon Skin You have advantage on Dexterity (Stealth) checks made to hide. Stench Any creature other than a troglodyte that starts its turn within 5 ft. of you must succeed on a 12 Constitution saving throw or be poisoned until the start of the creature's next turn. On a successful saving throw, the creature is immune to the stench of all troglodytes for 1 hour. Sunlight Sensitivity While in sunlight, you have disadvantage on attack rolls, as well as on Wisdom (Perception) checks that rely on sight. Natural Armor Your thick hide grants you a +1 bonus to Armor Class. Darkvision You can see in dim light within 60 feet of you as if it were bright light, and in darkness as if it were dim light. You can't discern color in darkness, only shades of gray. Languages You can speak, read, and write Troglodyte."
Vedalken,GGR,21,"Int +2, Wis +1",Medium,30 ft.,"Age Vedalken mature slower than humans do, reaching maturity around age 40. Their life span is typically 350 years, with some living to the age of 500. Alignment Vedalken are usually lawful and non-evil. Size Tall and slender, Vedalken stand 6 to 6½ feet tall on average and usually weigh less than 200 pounds. Your size is Medium. Vedalken Dispassion You have advantage on all Intelligence, Wisdom, and Charisma saving throws. Tireless Precision You are proficient in one of the following skills of your choice: Arcana, History, Investigation, Medicine, Performance, or Sleight of Hand. You are also proficient with one tool of your choice. Whenever you make an ability check with the chosen skill or tool, roll a d4 and add the number rolled to the check's total. Partially Amphibious By absorbing oxygen through your skin, you can breathe underwater for up to 1 hour. Once you've reached that limit, you can't use this trait again until you finish a long rest. Languages You can speak, read, and write Common, Vedalken, and one other language of your choice."
Warforged,ERLW,35,"Con +2, Choose +1 to one ability from Str, Dex, Int, Wis, Cha",Medium,30 ft.,"Age A typical warforged is between two and thirty years old. The maximum warforged lifespan remains a mystery; so far, warforged have shown no signs of deterioration due to age. You are immune to magical aging effects. Alignment Most warforged take comfort in order and discipline, tending toward law and neutrality. But some have absorbed the morality, or lack thereof, of the beings with which they served. Size Your size is Medium. Constructed Resilience You were created to have remarkable fortitude, represented by the following benefits: You have advantage on saving throws against being poisoned, and you have resistance to poison damage. You don't need to eat, drink, or breathe. You are immune to disease. You don't need to sleep, and magic can't put you to sleep. Sentry's Rest When you take a long rest, you must spend at least six hours in an inactive, motionless state, rather than sleeping. In this state, you appear inert, but it doesn't render you unconscious, and you can see and hear as normal. Integrated Protection Your body has built-in defensive layers, which can be enhanced with armor: You gain a +1 bonus to Armor Class. You can don only armor with which you have proficiency. To don armor other than a shield, you must incorporate it into your body over the course of 1 hour, during which you remain in contact with the armor. To doff armor, you must spend 1 hour removing it. You can rest while donning or doffing armor in this way. While you live, the armor incorporated into your body can't be removed against your will. Specialized Design You gain one skill proficiency and one tool proficiency of your choice. Languages You can speak, read, and write Common and one other language of your choice."
Wood Elf,PHB,24,Wis +1,,35 ft.,"Elf Weapon Training You have proficiency with the longsword, shortsword, shortbow, and longbow. Fleet of Foot Your base walking speed increases to 35 feet. Mask of the Wild You can attempt to hide even when you are only lightly obscured by foliage, heavy rain, falling snow, mist, and other natural phenomena."
